"Kod TERYT";"Gmina";"Powiat";"Delegatura";"Liczba mieszkańców";"Liczba wyborców ogółem";"Liczba wyborców ujętych w stałym obwodzie w CRW z urzędu na podstawie adresu stałego zameldowania";"Liczba wyborców ujętych w stałym obwodzie w CRW na wniosek";"w tym liczba wyborców posiadających obywatelstwo krajów UE";"w tym liczba wyborców posiadających obywatelstwo UK";"Liczba osób pozbawionych prawa wybierania ogółem";"w tym liczba osób pozbawionych prawa wybierania posiadających obywatelstwo krajów UE";"w tym liczba osób pozbawionych prawa wybierania posiadających obywatelstwo UK"
"=""260402""";"gm. Bodzentyn";"kielecki";"Kielce";11109;8976;8892;84;0;0;21;0;0
"=""260403""";"gm. Chęciny";"kielecki";"Kielce";14617;11958;11883;75;0;0;32;0;0
"=""260404""";"gm. Chmielnik";"kielecki";"Kielce";10751;8734;8664;70;0;0;71;0;0
"=""260405""";"gm. Daleszyce";"kielecki";"Kielce";15876;12761;12574;187;0;0;55;0;0
"=""260406""";"gm. Górno";"kielecki";"Kielce";14805;11592;11483;109;2;0;36;0;0
"=""260407""";"gm. Łagów";"kielecki";"Kielce";6697;5361;5302;59;0;0;11;0;0
"=""260408""";"gm. Łopuszno";"kielecki";"Kielce";8935;7149;7050;99;0;0;21;0;0
"=""260409""";"gm. Masłów";"kielecki";"Kielce";11142;9015;8929;86;0;0;15;0;0
"=""260410""";"gm. Miedziana Góra";"kielecki";"Kielce";11783;9453;9368;85;0;0;28;0;0
"=""260411""";"gm. Mniów";"kielecki";"Kielce";9196;7403;7355;48;1;0;23;0;0
"=""260412""";"gm. Morawica";"kielecki";"Kielce";16989;13248;13182;66;0;0;31;0;0
"=""260413""";"gm. Nowa Słupia";"kielecki";"Kielce";9130;7574;7379;195;4;0;24;0;0
"=""260414""";"gm. Piekoszów";"kielecki";"Kielce";16374;13154;13050;104;1;0;41;0;0
"=""260415""";"gm. Pierzchnica";"kielecki";"Kielce";4587;3720;3639;81;0;0;6;0;0
"=""260416""";"gm. Raków";"kielecki";"Kielce";5374;4450;4394;56;0;0;15;0;0
"=""260417""";"gm. Nowiny";"kielecki";"Kielce";7759;6184;6031;153;0;0;115;0;0
"=""260418""";"gm. Strawczyn";"kielecki";"Kielce";11187;8761;8717;44;0;0;26;0;0
"=""260419""";"gm. Zagnańsk";"kielecki";"Kielce";12269;10211;10080;131;1;0;34;0;0
"Powiat konecki";"";"";"";75503;63490;62979;511;2;0;229;0;0
"=""260501""";"gm. Fałków";"konecki";"Kielce";4228;3552;3492;60;1;0;7;0;0
"=""260502""";"gm. Gowarczów";"konecki";"Kielce";4520;3722;3677;45;0;0;6;0;0
"=""260503""";"gm. Końskie";"konecki";"Kielce";32841;27763;27685;78;1;0;102;0;0
"=""260504""";"gm. Radoszyce";"konecki";"Kielce";8511;6996;6930;66;0;0;10;0;0
"=""260505""";"gm. Ruda Maleniecka";"konecki";"Kielce";2950;2493;2424;69;0;0;5;0;0
"=""260506""";"gm. Słupia Konecka";"konecki";"Kielce";3109;2560;2513;47;0;0;61;0;0
"=""260507""";"gm. Smyków";"konecki";"Kielce";3767;3033;3020;13;0;0;9;0;0
"=""260508""";"gm. Stąporków";"konecki";"Kielce";15577;13371;13238;133;0;0;29;0;0
"Powiat opatowski";"";"";"";49846;41612;41078;534;1;0;249;0;0
"=""260601""";"gm. Baćkowice";"opatowski";"Kielce";4732;3876;3847;29;0;0;16;0;0
"=""260602""";"gm. Iwaniska";"opatowski";"Kielce";6448;5320;5274;46;1;0;4;0;0
"=""260603""";"gm. Lipnik";"opatowski";"Kielce";5015;4183;4152;31;0;0;4;0;0
"=""260604""";"gm. Opatów";"opatowski";"Kielce";10931;9244;9177;67;0;0;109;0;0
"=""260605""";"gm. Ożarów";"opatowski";"Kielce";10203;8467;8317;150;0;0;94;0;0
"=""260606""";"gm. Sadowie";"opatowski";"Kielce";3773;3156;3111;45;0;0;5;0;0
"=""260607""";"gm. Tarłów";"opatowski";"Kielce";4869;4131;4025;106;0;0;8;0;0
"=""260608""";"gm. Wojciechowice";"opatowski";"Kielce";3875;3235;3175;60;0;0;9;0;0
"Powiat ostrowiecki";"";"";"";99194;84252;83682;570;1;0;256;0;0
"=""260701""";"m. Ostrowiec Świętokrzyski";"ostrowiecki";"Kielce";60288;51761;51524;237;0;0;176;0;0
"=""260702""";"gm. Bałtów";"ostrowiecki";"Kielce";3394;2876;2800;76;0;0;5;0;0
"=""260703""";"gm. Bodzechów";"ostrowiecki";"Kielce";12826;10763;10723;40;0;0;32;0;0
"=""260704""";"gm. Ćmielów";"ostrowiecki";"Kielce";6881;5789;5698;91;1;0;6;0;0
"=""260705""";"gm. Kunów";"ostrowiecki";"Kielce";9313;7784;7701;83;0;0;24;0;0
"=""260706""";"gm. Waśniów";"ostrowiecki";"Kielce";6492;5279;5236;43;0;0;13;0;0
"Powiat pińczowski";"";"";"";37260;31141;30689;452;0;0;110;0;0
"=""260801""";"gm. Działoszyce";"pińczowski";"Kielce";4708;3980;3922;58;0;0;13;0;0
"=""260802""";"gm. Kije";"pińczowski";"Kielce";4314;3592;3528;64;0;0;15;0;0
"=""260803""";"gm. Michałów";"pińczowski";"Kielce";4587;3769;3627;142;0;0;13;0;0
"=""260804""";"gm. Pińczów";"pińczowski";"Kielce";19322;16123;15981;142;0;0;60;0;0
"=""260805""";"gm. Złota";"pińczowski";"Kielce";4329;3677;3631;46;0;0;9;0;0
"Powiat sandomierski";"";"";"";73451;61653;61108;545;1;0;108;0;0
"=""260901""";"m. Sandomierz";"sandomierski";"Kielce";21248;18214;18077;137;1;0;36;0;0
"=""260902""";"gm. Dwikozy";"sandomierski";"Kielce";8369;6952;6933;19;0;0;20;0;0
"=""260903""";"gm. Klimontów";"sandomierski";"Kielce";7814;6482;6425;57;0;0;4;0;0
"=""260904""";"gm. Koprzywnica";"sandomierski";"Kielce";6484;5406;5349;57;0;0;8;0;0
"=""260905""";"gm. Łoniów";"sandomierski";"Kielce";7357;6079;5967;112;0;0;10;0;0
"=""260906""";"gm. Obrazów";"sandomierski";"Kielce";6201;5187;5173;14;0;0;9;0;0
"=""260907""";"gm. Samborzec";"sandomierski";"Kielce";8245;6885;6841;44;0;0;6;0;0
"=""260908""";"gm. Wilczyce";"sandomierski";"Kielce";3579;2987;2949;38;0;0;7;0;0
"=""260909""";"gm. Zawichost";"sandomierski";"Kielce";4154;3461;3394;67;0;0;8;0;0
"Powiat skarżyski";"";"";"";68157;58099;57716;383;0;0;154;0;0
"=""261001""";"m. Skarżysko-Kamienna";"skarżyski";"Kielce";40339;34688;34490;198;0;0;99;0;0
"=""261002""";"gm. Bliżyn";"skarżyski";"Kielce";7694;6528;6470;58;0;0;12;0;0
"=""261003""";"gm. Łączna";"skarżyski";"Kielce";4949;4091;4047;44;0;0;13;0;0
"=""261004""";"gm. Skarżysko Kościelne";"skarżyski";"Kielce";5796;4792;4784;8;0;0;17;0;0
"=""261005""";"gm. Suchedniów";"skarżyski";"Kielce";9379;8000;7925;75;0;0;13;0;0
"Powiat starachowicki";"";"";"";83075;69532;69074;458;4;0;201;0;0
"=""261101""";"m. Starachowice";"starachowicki";"Kielce";43039;36895;36758;137;2;0;108;0;0
"=""261102""";"gm. Brody";"starachowicki";"Kielce";10405;8617;8453;164;0;0;25;0;0
"=""261103""";"gm. Mirzec";"starachowicki";"Kielce";8135;6604;6548;56;0;0;19;0;0
"=""261104""";"gm. Pawłów";"starachowicki";"Kielce";15045;11988;11948;40;0;0;40;0;0
"=""261105""";"gm. Wąchock";"starachowicki";"Kielce";6451;5428;5367;61;2;0;9;0;0
"Powiat staszowski";"";"";"";69662;57382;56959;423;2;0;158;0;0
"=""261201""";"gm. Bogoria";"staszowski";"Kielce";7598;6139;6098;41;0;0;19;0;0
"=""261202""";"gm. Łubnice";"staszowski";"Kielce";4030;3324;3292;32;0;0;7;0;0
"=""261203""";"gm. Oleśnica";"staszowski";"Kielce";3810;3127;3088;39;1;0;7;0;0
"=""261204""";"gm. Osiek";"staszowski";"Kielce";7596;6195;6161;34;0;0;14;0;0
"=""261205""";"gm. Połaniec";"staszowski";"Kielce";11228;9172;9094;78;0;0;17;0;0
"=""261206""";"gm. Rytwiany";"staszowski";"Kielce";6330;5230;5208;22;0;0;15;0;0
"=""261207""";"gm. Staszów";"staszowski";"Kielce";24545;20490;20349;141;1;0;56;0;0
"=""261208""";"gm. Szydłów";"staszowski";"Kielce";4525;3705;3669;36;0;0;23;0;0
"Powiat włoszczowski";"";"";"";44020;36198;35871;327;1;0;158;0;0
"=""261301""";"gm. Kluczewsko";"włoszczowski";"Kielce";5149;4182;4130;52;0;0;15;0;0
"=""261302""";"gm. Krasocin";"włoszczowski";"Kielce";10434;8492;8456;36;0;0;23;0;0
"=""261303""";"gm. Moskorzew";"włoszczowski";"Kielce";2645;2209;2124;85;0;0;7;0;0
"=""261304""";"gm. Radków";"włoszczowski";"Kielce";2392;1997;1956;41;1;0;16;0;0
"=""261305""";"gm. Secemin";"włoszczowski";"Kielce";4635;3777;3738;39;0;0;16;0;0
"=""261306""";"gm. Włoszczowa";"włoszczowski";"Kielce";18765;15541;15467;74;0;0;81;0;0
"Miasto na prawach powiatu";"";"";""
"=""266101""";"m. Kielce";"Kielce";"Kielce";175507;145166;144278;888;3;0;426;0;0
"Powiat bartoszycki";"";"";"";53091;43680;43461;219;1;0;162;0;0
"=""280101""";"m. Bartoszyce";"bartoszycki";"Elbląg";20892;17441;17403;38;0;0;47;0;0
"=""280102""";"m. Górowo Iławeckie";"bartoszycki";"Elbląg";3608;3050;3034;16;0;0;3;0;0
"=""280103""";"gm. Bartoszyce";"bartoszycki";"Elbląg";10370;8405;8337;68;0;0;20;0;0
"=""280104""";"gm. Bisztynek";"bartoszycki";"Elbląg";5876;4802;4781;21;0;0;45;0;0
"=""280105""";"gm. Górowo Iławeckie";"bartoszycki";"Elbląg";6492;5246;5212;34;0;0;30;0;0
"=""280106""";"gm. Sępopol";"bartoszycki";"Elbląg";5853;4736;4694;42;1;0;17;0;0
"Powiat braniewski";"";"";"";37820;31048;30676;372;1;0;128;0;0
"=""280201""";"m. Braniewo";"braniewski";"Elbląg";15259;12508;12426;82;0;0;70;0;0
"=""280202""";"gm. Braniewo";"braniewski";"Elbląg";5751;4662;4621;41;0;0;14;0;0
"=""280203""";"gm. Frombork";"braniewski";"Elbląg";3275;2735;2676;59;1;0;5;0;0
"=""280204""";"gm. Lelkowo";"braniewski";"Elbląg";2630;2164;2108;56;0;0;7;0;0
"=""280205""";"gm. Pieniężno";"braniewski";"Elbląg";5809;4890;4812;78;0;0;18;0;0
"=""280206""";"gm. Płoskinia";"braniewski";"Elbląg";2413;1924;1900;24;0;0;5;0;0
"=""280207""";"gm. Wilczęta";"braniewski";"Elbląg";2683;2165;2133;32;0;0;9;0;0
"Powiat działdowski";"";"";"";62010;49933;49641;292;0;0;135;0;0
"=""280301""";"m. Działdowo";"działdowski";"Elbląg";19601;16125;16075;50;0;0;30;0;0
"=""280302""";"gm. Działdowo";"działdowski";"Elbląg";9615;7484;7462;22;0;0;43;0;0
"=""280303""";"gm. Iłowo-Osada";"działdowski";"Elbląg";6814;5405;5365;40;0;0;8;0;0
"=""280304""";"gm. Lidzbark";"działdowski";"Elbląg";13588;10993;10869;124;0;0;28;0;0
"=""280305""";"gm. Płośnica";"działdowski";"Elbląg";5433;4382;4358;24;0;0;9;0;0
"=""280306""";"gm. Rybno";"działdowski";"Elbląg";6959;5544;5512;32;0;0;17;0;0
"Powiat elbląski";"";"";"";54482;43951;43577;374;2;0;180;0;0
"=""280401""";"gm. Elbląg";"elbląski";"Elbląg";7352;5843;5787;56;0;0;23;0;0
"=""280402""";"gm. Godkowo";"elbląski";"Elbląg";2935;2371;2347;24;0;0;14;0;0
"=""280403""";"gm. Gronowo Elbląskie";"elbląski";"Elbląg";4786;3810;3791;19;1;0;9;0;0
"=""280404""";"gm. Markusy";"elbląski";"Elbląg";3920;3088;3060;28;0;0;8;0;0
"=""280405""";"gm. Milejewo";"elbląski";"Elbląg";3263;2640;2581;59;0;0;5;0;0
"=""280406""";"gm. Młynary";"elbląski";"Elbląg";4333;3542;3461;81;0;0;27;0;0
"=""280407""";"gm. Pasłęk";"elbląski";"Elbląg";18263;14783;14746;37;0;0;59;0;0
"=""280408""";"gm. Rychliki";"elbląski";"Elbląg";3630;2946;2925;21;1;0;14;0;0
"=""280409""";"gm. Tolkmicko";"elbląski";"Elbląg";6000;4928;4879;49;0;0;21;0;0
"Powiat ełcki";"";"";"";83672;67096;66600;496;1;0;323;0;0
"=""280501""";"m. Ełk";"ełcki";"Olsztyn";55181;44384;44211;173;0;0;195;0;0
"=""280502""";"gm. Ełk";"ełcki";"Olsztyn";11672;9181;9053;128;0;0;67;0;0
"=""280503""";"gm. Kalinowo";"ełcki";"Olsztyn";6387;5135;5097;38;1;0;39;0;0
"=""280504""";"gm. Prostki";"ełcki";"Olsztyn";6970;5526;5461;65;0;0;17;0;0
"=""280505""";"gm. Stare Juchy";"ełcki";"Olsztyn";3462;2870;2778;92;0;0;5;0;0
"Powiat giżycki";"";"";"";52345;43125;42693;432;4;0;104;0;0
"=""280601""";"m. Giżycko";"giżycki";"Olsztyn";25599;21475;21367;108;2;0;48;0;0
"=""280604""";"gm. Giżycko";"giżycki";"Olsztyn";8746;7017;6883;134;2;0;14;0;0
"=""280605""";"gm. Kruklanki";"giżycki";"Olsztyn";3038;2435;2415;20;0;0;6;0;0
"=""280606""";"gm. Miłki";"giżycki";"Olsztyn";3664;2968;2923;45;0;0;7;0;0
"=""280608""";"gm. Ryn";"giżycki";"Olsztyn";5328;4368;4343;25;0;0;16;0;0
"=""280610""";"gm. Wydminy";"giżycki";"Olsztyn";5970;4862;4762;100;0;0;13;0;0
"Powiat iławski";"";"";"";87785;69964;69670;294;2;0;337;0;0
"=""280701""";"m. Iława";"iławski";"Elbląg";30455;24995;24941;54;1;0;84;0;0
"=""280702""";"m. Lubawa";"iławski";"Elbląg";9744;7576;7547;29;0;0;50;0;0
"=""280703""";"gm. Iława";"iławski";"Elbląg";12795;9937;9879;58;1;0;33;0;0
"=""280704""";"gm. Kisielice";"iławski";"Elbląg";5793;4613;4567;46;0;0;18;0;0
"=""280705""";"gm. Lubawa";"iławski";"Elbląg";10626;8244;8227;17;0;0;23;0;0
"=""280706""";"gm. Susz";"iławski";"Elbląg";12025;9373;9349;24;0;0;115;0;0
"=""280707""";"gm. Zalewo";"iławski";"Elbląg";6347;5226;5160;66;0;0;14;0;0
"Powiat kętrzyński";"";"";"";57382;47640;47464;176;1;0;150;0;0
"=""280801""";"m. Kętrzyn";"kętrzyński";"Olsztyn";24470;20539;20506;33;0;0;75;0;0
"=""280802""";"gm. Barciany";"kętrzyński";"Olsztyn";5721;4676;4637;39;0;0;18;0;0
"=""280803""";"gm. Kętrzyn";"kętrzyński";"Olsztyn";7677;6187;6178;9;0;0;25;0;0
"=""280804""";"gm. Korsze";"kętrzyński";"Olsztyn";9013;7406;7371;35;1;0;22;0;0
"=""280805""";"gm. Reszel";"kętrzyński";"Olsztyn";6912;5848;5799;49;0;0;5;0;0
"=""280806""";"gm. Srokowo";"kętrzyński";"Olsztyn";3589;2984;2973;11;0;0;5;0;0
"Powiat lidzbarski";"";"";"";37880;31094;30905;189;0;0;104;0;0
"=""280901""";"m. Lidzbark Warmiński";"lidzbarski";"Elbląg";14061;11697;11671;26;0;0;39;0;0
"=""280902""";"gm. Kiwity";"lidzbarski";"Elbląg";3135;2547;2511;36;0;0;6;0;0
"=""280903""";"gm. Lidzbark Warmiński";"lidzbarski";"Elbląg";6389;5174;5136;38;0;0;18;0;0
"=""280904""";"gm. Lubomino";"lidzbarski";"Elbląg";3488;2754;2736;18;0;0;11;0;0
"=""280905""";"gm. Orneta";"lidzbarski";"Elbląg";10807;8922;8851;71;0;0;30;0;0
"Powiat mrągowski";"";"";"";46522;38255;37922;333;4;0;198;0;0
"=""281001""";"m. Mrągowo";"mrągowski";"Olsztyn";19612;16270;16215;55;0;0;127;0;0
"=""281002""";"gm. Mikołajki";"mrągowski";"Olsztyn";7359;6136;6065;71;0;0;33;0;0
"=""281003""";"gm. Mrągowo";"mrągowski";"Olsztyn";7849;6335;6267;68;2;0;14;0;0
"=""281004""";"gm. Piecki";"mrągowski";"Olsztyn";7294;5959;5913;46;2;0;15;0;0
"=""281005""";"gm. Sorkwity";"mrągowski";"Olsztyn";4408;3555;3462;93;0;0;9;0;0
"Powiat nidzicki";"";"";"";30649;25036;24877;159;0;0;84;0;0
"=""281101""";"gm. Janowiec Kościelny";"nidzicki";"Olsztyn";3091;2491;2435;56;0;0;8;0;0
"=""281102""";"gm. Janowo";"nidzicki";"Olsztyn";2521;2041;2037;4;0;0;6;0;0
"=""281103""";"gm. Kozłowo";"nidzicki";"Olsztyn";5647;4497;4463;34;0;0;14;0;0
"=""281104""";"gm. Nidzica";"nidzicki";"Olsztyn";19390;16007;15942;65;0;0;56;0;0
"Powiat nowomiejski";"";"";"";42111;33209;33009;200;1;0;111;0;0
"=""281201""";"m. Nowe Miasto Lubawskie";"nowomiejski";"Elbląg";9725;7977;7892;85;0;0;21;0;0
"=""281202""";"gm. Biskupiec";"nowomiejski";"Elbląg";9041;7199;7156;43;0;0;24;0;0
"=""281203""";"gm. Grodziczno";"nowomiejski";"Elbląg";6120;4757;4736;21;0;0;17;0;0
"=""281204""";"gm. Kurzętnik";"nowomiejski";"Elbląg";9015;6945;6918;27;0;0;30;0;0
"=""281205""";"gm. Nowe Miasto Lubawskie";"nowomiejski";"Elbląg";8210;6331;6307;24;1;0;19;0;0
"Powiat olecki";"";"";"";31358;25305;25124;181;1;0;109;0;0
"=""281303""";"gm. Kowale Oleckie";"olecki";"Olsztyn";4582;3700;3681;19;0;0;20;0;0
"=""281304""";"gm. Olecko";"olecki";"Olsztyn";20024;16194;16098;96;1;0;50;0;0
"=""281305""";"gm. Świętajno";"olecki";"Olsztyn";3622;2901;2861;40;0;0;12;0;0
"=""281306""";"gm. Wieliczki";"olecki";"Olsztyn";3130;2510;2484;26;0;0;27;0;0
"Powiat olsztyński";"";"";"";124009;99043;97946;1095;6;1;413;0;0
"=""281401""";"gm. Barczewo";"olsztyński";"Olsztyn";17042;13586;13483;103;0;0;43;0;0
"=""281402""";"gm. Biskupiec";"olsztyński";"Olsztyn";17339;14247;14220;27;0;0;21;0;0
"=""281403""";"gm. Dobre Miasto";"olsztyński";"Olsztyn";14736;11982;11940;42;0;0;41;0;0
"=""281404""";"gm. Dywity";"olsztyński";"Olsztyn";12837;10135;9960;175;0;0;18;0;0
"=""281405""";"gm. Gietrzwałd";"olsztyński";"Olsztyn";6649;5272;5096;176;2;1;70;0;0
"=""281406""";"gm. Jeziorany";"olsztyński";"Olsztyn";7098;5804;5772;32;0;0;71;0;0
"=""281407""";"gm. Jonkowo";"olsztyński";"Olsztyn";7420;5946;5868;78;2;0;14;0;0
"=""281408""";"gm. Kolno";"olsztyński";"Olsztyn";2954;2417;2400;17;0;0;5;0;0
"=""281409""";"gm. Olsztynek";"olsztyński";"Olsztyn";12830;10336;10259;77;0;0;82;0;0
"=""281410""";"gm. Purda";"olsztyński";"Olsztyn";8653;6928;6768;160;1;0;16;0;0
"=""281411""";"gm. Stawiguda";"olsztyński";"Olsztyn";12672;9368;9188;178;1;0;21;0;0
"=""281412""";"gm. Świątki";"olsztyński";"Olsztyn";3779;3022;2992;30;0;0;11;0;0
"Powiat ostródzki";"";"";"";97038;78631;77870;761;6;0;264;0;0
"=""281501""";"m. Ostróda";"ostródzki";"Elbląg";29697;24537;24412;125;0;0;68;0;0
"=""281502""";"gm. Dąbrówno";"ostródzki";"Elbląg";3989;3197;3144;53;0;0;15;0;0
"=""281503""";"gm. Grunwald";"ostródzki";"Elbląg";5263;4156;4089;67;3;0;8;0;0
"=""281504""";"gm. Łukta";"ostródzki";"Elbląg";4378;3485;3379;106;0;0;11;0;0
"=""281505""";"gm. Małdyty";"ostródzki";"Elbląg";5804;4685;4608;77;0;0;13;0;0
"=""281506""";"gm. Miłakowo";"ostródzki";"Elbląg";5099;4151;4116;35;0;0;18;0;0
"=""281507""";"gm. Miłomłyn";"ostródzki";"Elbląg";4738;3849;3795;54;2;0;11;0;0
"=""281508""";"gm. Morąg";"ostródzki";"Elbląg";22518;18263;18106;157;1;0;53;0;0
"=""281509""";"gm. Ostróda";"ostródzki";"Elbląg";15552;12308;12221;87;0;0;67;0;0
"Powiat piski";"";"";"";52151;42586;42387;199;2;0;134;0;0
"=""281601""";"gm. Biała Piska";"piski";"Olsztyn";10785;8659;8647;12;0;0;36;0;0
"=""281602""";"gm. Orzysz";"piski";"Olsztyn";8324;6817;6787;30;0;0;18;0;0
"=""281603""";"gm. Pisz";"piski";"Olsztyn";25699;20922;20836;86;1;0;61;0;0
"=""281604""";"gm. Ruciane-Nida";"piski";"Olsztyn";7343;6188;6117;71;1;0;19;0;0
"Powiat szczycieński";"";"";"";66544;53959;53530;429;1;0;221;0;0
"=""281701""";"m. Szczytno";"szczycieński";"Olsztyn";21029;17567;17507;60;0;0;104;0;0
"=""281702""";"gm. Dźwierzuty";"szczycieński";"Olsztyn";6146;5079;5007;72;0;0;9;0;0
"=""281703""";"gm. Jedwabno";"szczycieński";"Olsztyn";3592;2924;2867;57;0;0;6;0;0
"=""281704""";"gm. Pasym";"szczycieński";"Olsztyn";5048;4176;4110;66;0;0;11;0;0
"=""281705""";"gm. Rozogi";"szczycieński";"Olsztyn";5503;4374;4349;25;0;0;18;0;0
"=""281706""";"gm. Szczytno";"szczycieński";"Olsztyn";13222;10285;10207;78;1;0;36;0;0
"=""281707""";"gm. Świętajno";"szczycieński";"Olsztyn";5571;4574;4530;44;0;0;20;0;0
"=""281708""";"gm. Wielbark";"szczycieński";"Olsztyn";6433;4980;4953;27;0;0;17;0;0
"Powiat gołdapski";"";"";"";24733;19849;19735;114;1;0;49;0;0
"=""281801""";"gm. Banie Mazurskie";"gołdapski";"Olsztyn";3420;2870;2838;32;0;0;10;0;0
"=""281802""";"gm. Dubeninki";"gołdapski";"Olsztyn";2760;2216;2202;14;0;0;3;0;0
"=""281803""";"gm. Gołdap";"gołdapski";"Olsztyn";18553;14763;14695;68;1;0;36;0;0
"Powiat węgorzewski";"";"";"";20944;17183;17064;119;1;0;224;0;0
"=""281901""";"gm. Budry";"węgorzewski";"Olsztyn";2733;2259;2248;11;0;0;11;0;0
"=""281902""";"gm. Pozezdrze";"węgorzewski";"Olsztyn";3122;2571;2525;46;0;0;7;0;0
"=""281903""";"gm. Węgorzewo";"węgorzewski";"Olsztyn";15089;12353;12291;62;1;0;206;0;0
"Miasto na prawach powiatu";"";"";""
"=""286101""";"m. Elbląg";"Elbląg";"Elbląg";104207;86694;86377;317;2;0;337;0;0
"Miasto na prawach powiatu";"";"";""
"=""286201""";"m. Olsztyn";"Olsztyn";"Olsztyn";151112;124060;122758;1302;11;0;360;0;0
"Powiat chodzieski";"";"";"";44290;35909;35674;235;5;0;115;0;0
"=""300101""";"m. Chodzież";"chodzieski";"Piła";16663;13988;13907;81;0;0;33;0;0
"=""300102""";"gm. Budzyń";"chodzieski";"Piła";8175;6429;6393;36;0;0;27;0;0
"=""300103""";"gm. Chodzież";"chodzieski";"Piła";6036;4736;4709;27;0;0;28;0;0
"=""300104""";"gm. Margonin";"chodzieski";"Piła";6233;4951;4902;49;3;0;11;0;0
"=""300105""";"gm. Szamocin";"chodzieski";"Piła";7183;5805;5763;42;2;0;16;0;0
"Powiat czarnkowsko-trzcianecki";"";"";"";82527;66149;65810;339;1;0;307;0;0
"=""300201""";"m. Czarnków";"czarnkowsko-trzcianecki";"Piła";9826;8130;8073;57;0;0;14;0;0
"=""300202""";"gm. Czarnków";"czarnkowsko-trzcianecki";"Piła";11273;8852;8795;57;0;0;58;0;0
"=""300203""";"gm. Drawsko";"czarnkowsko-trzcianecki";"Piła";5599;4536;4520;16;0;0;14;0;0
"=""300204""";"gm. Krzyż Wielkopolski";"czarnkowsko-trzcianecki";"Piła";8112;6578;6528;50;0;0;19;0;0
"=""300205""";"gm. Lubasz";"czarnkowsko-trzcianecki";"Piła";7485;5868;5823;45;1;0;10;0;0
"=""300206""";"gm. Połajewo";"czarnkowsko-trzcianecki";"Piła";6087;4794;4777;17;0;0;16;0;0
"=""300207""";"gm. Trzcianka";"czarnkowsko-trzcianecki";"Piła";22541;18038;17962;76;0;0;108;0;0
"=""300208""";"gm. Wieleń";"czarnkowsko-trzcianecki";"Piła";11604;9353;9332;21;0;0;68;0;0
"Powiat gnieźnieński";"";"";"";137737;109533;108761;772;2;0;445;0;0
"=""300301""";"m. Gniezno";"gnieźnieński";"Konin";61104;50033;49777;256;2;0;221;0;0
"=""300302""";"gm. Czerniejewo";"gnieźnieński";"Konin";7116;5526;5475;51;0;0;21;0;0
"=""300303""";"gm. Gniezno";"gnieźnieński";"Konin";13662;10186;10001;185;0;0;17;0;0
"=""300304""";"gm. Kiszkowo";"gnieźnieński";"Konin";5294;4184;4161;23;0;0;14;0;0
"=""300305""";"gm. Kłecko";"gnieźnieński";"Konin";7192;5678;5653;25;0;0;10;0;0
"=""300306""";"gm. Łubowo";"gnieźnieński";"Konin";6934;5279;5215;64;0;0;11;0;0
"=""300307""";"gm. Mieleszyn";"gnieźnieński";"Konin";3893;3003;2971;32;0;0;53;0;0
"=""300308""";"gm. Niechanowo";"gnieźnieński";"Konin";5984;4610;4580;30;0;0;18;0;0
"=""300309""";"gm. Trzemeszno";"gnieźnieński";"Konin";13645;10784;10738;46;0;0;26;0;0
"=""300310""";"gm. Witkowo";"gnieźnieński";"Konin";12913;10250;10190;60;0;0;54;0;0
"Powiat gostyński";"";"";"";73358;58200;58028;172;1;0;236;0;0
"=""300401""";"gm. Borek Wielkopolski";"gostyński";"Leszno";7174;5720;5695;25;0;0;42;0;0
"=""300402""";"gm. Gostyń";"gostyński";"Leszno";26981;21501;21459;42;1;0;55;0;0
"=""300403""";"gm. Krobia";"gostyński";"Leszno";12690;10020;10008;12;0;0;94;0;0
"=""300404""";"gm. Pępowo";"gostyński";"Leszno";5836;4601;4577;24;0;0;9;0;0
"=""300405""";"gm. Piaski";"gostyński";"Leszno";8383;6632;6591;41;0;0;11;0;0
"=""300406""";"gm. Pogorzela";"gostyński";"Leszno";4789;3799;3794;5;0;0;13;0;0
"=""300407""";"gm. Poniec";"gostyński";"Leszno";7505;5927;5904;23;0;0;12;0;0
"Powiat grodziski";"";"";"";50503;39409;39256;153;1;0;94;0;0
"=""300501""";"gm. Granowo";"grodziski";"Poznań";5062;3897;3861;36;0;0;7;0;0
"=""300502""";"gm. Grodzisk Wielkopolski";"grodziski";"Poznań";19149;15133;15084;49;1;0;30;0;0
"=""300503""";"gm. Kamieniec";"grodziski";"Poznań";6427;5018;5004;14;0;0;19;0;0
"=""300504""";"gm. Rakoniewice";"grodziski";"Poznań";13048;10079;10037;42;0;0;22;0;0
"=""300505""";"gm. Wielichowo";"grodziski";"Poznań";6817;5282;5270;12;0;0;16;0;0
"Powiat jarociński";"";"";"";68824;54785;54643;142;2;0;266;0;0
"=""300601""";"gm. Jaraczewo";"jarociński";"Kalisz";7710;6113;6098;15;0;0;21;0;0
"=""300602""";"gm. Jarocin";"jarociński";"Kalisz";44042;35232;35161;71;2;0;109;0;0
"=""300603""";"gm. Kotlin";"jarociński";"Kalisz";7016;5414;5403;11;0;0;111;0;0
"=""300604""";"gm. Żerków";"jarociński";"Kalisz";10056;8026;7981;45;0;0;25;0;0
"Powiat kaliski";"";"";"";81995;65768;65404;364;1;0;156;0;0
"=""300701""";"gm. Blizanów";"kaliski";"Kalisz";9921;7927;7890;37;1;0;13;0;0
