KOD TERYTORIALNY;Gmina;Powiat;Delegatura;Liczba mieszkańców;Liczba wyborców ogółem;Liczba wyborców wpisanych z urzędu;Liczba wyborców ujętych w stałym obwodzie w CRW na wniosek
101011;gm. Wolbórz;piotrkowski;Piotrków Trybunalski;7777;6237;6130;107
Powiat poddębicki;;;;40881;33692;33161;531
101101;gm. Dalików;poddębicki;Łódź;3913;3170;3097;73
101102;gm. Pęczniew;poddębicki;Łódź;3537;2892;2826;66
101103;gm. Poddębice;poddębicki;Łódź;15185;12530;12334;196
101104;gm. Uniejów;poddębicki;Łódź;6954;5821;5768;53
101105;gm. Wartkowice;poddębicki;Łódź;6244;5097;5054;43
101106;gm. Zadzim;poddębicki;Łódź;5048;4182;4082;100
Powiat radomszczański;;;;111388;92230;91040;1190
101201;m. Radomsko;radomszczański;Piotrków Trybunalski;44393;37343;37074;269
101202;gm. Dobryszyce;radomszczański;Piotrków Trybunalski;4370;3502;3461;41
101203;gm. Gidle;radomszczański;Piotrków Trybunalski;6079;5113;5056;57
101204;gm. Gomunice;radomszczański;Piotrków Trybunalski;5863;4785;4676;109
101205;gm. Kamieńsk;radomszczański;Piotrków Trybunalski;5855;4793;4701;92
101206;gm. Kobiele Wielkie;radomszczański;Piotrków Trybunalski;4449;3576;3535;41
101207;gm. Kodrąb;radomszczański;Piotrków Trybunalski;4603;3774;3704;70
101208;gm. Lgota Wielka;radomszczański;Piotrków Trybunalski;4257;3485;3460;25
101209;gm. Ładzice;radomszczański;Piotrków Trybunalski;4802;3882;3837;45
101210;gm. Masłowice;radomszczański;Piotrków Trybunalski;4255;3438;3331;107
101211;gm. Przedbórz;radomszczański;Piotrków Trybunalski;7197;5967;5833;134
101212;gm. Radomsko;radomszczański;Piotrków Trybunalski;5506;4479;4450;29
101213;gm. Wielgomłyny;radomszczański;Piotrków Trybunalski;4604;3779;3657;122
101214;gm. Żytno;radomszczański;Piotrków Trybunalski;5155;4314;4265;49
Powiat rawski;;;;48191;39134;38862;272
101301;m. Rawa Mazowiecka;rawski;Skierniewice;16928;13813;13701;112
101302;gm. Biała Rawska;rawski;Skierniewice;11262;9145;9098;47
101303;gm. Cielądz;rawski;Skierniewice;3976;3222;3191;31
101304;gm. Rawa Mazowiecka;rawski;Skierniewice;8672;6984;6966;18
101305;gm. Regnów;rawski;Skierniewice;1843;1502;1463;39
101306;gm. Sadkowice;rawski;Skierniewice;5510;4468;4443;25
Powiat sieradzki;;;;116080;94706;93906;800
101401;m. Sieradz;sieradzki;Sieradz;40433;33493;33294;199
101402;gm. Błaszki;sieradzki;Sieradz;14520;11814;11698;116
101403;gm. Brąszewice;sieradzki;Sieradz;4496;3540;3495;45
101404;gm. Brzeźnio;sieradzki;Sieradz;6274;5101;5072;29
101405;gm. Burzenin;sieradzki;Sieradz;5483;4477;4453;24
101406;gm. Goszczanów;sieradzki;Sieradz;5471;4422;4379;43
101407;gm. Klonowa;sieradzki;Sieradz;2902;2337;2320;17
101408;gm. Sieradz;sieradzki;Sieradz;10558;8416;8343;73
101409;gm. Warta;sieradzki;Sieradz;12627;10295;10144;151
101410;gm. Wróblew;sieradzki;Sieradz;6072;4948;4919;29
101411;gm. Złoczew;sieradzki;Sieradz;7244;5863;5789;74
Powiat skierniewicki;;;;38120;30616;30156;460
101501;gm. Bolimów;skierniewicki;Skierniewice;3928;3178;3137;41
101502;gm. Głuchów;skierniewicki;Skierniewice;5808;4662;4604;58
101503;gm. Godzianów;skierniewicki;Skierniewice;2644;2109;2093;16
101504;gm. Kowiesy;skierniewicki;Skierniewice;2973;2421;2305;116
101505;gm. Lipce Reymontowskie;skierniewicki;Skierniewice;3278;2643;2609;34
101506;gm. Maków;skierniewicki;Skierniewice;6067;4848;4781;67
101507;gm. Nowy Kawęczyn;skierniewicki;Skierniewice;3423;2805;2726;79
101508;gm. Skierniewice;skierniewicki;Skierniewice;7415;5894;5856;38
101509;gm. Słupia;skierniewicki;Skierniewice;2584;2056;2045;11
Powiat tomaszowski;;;;113506;92724;91837;887
101601;m. Tomaszów Mazowiecki;tomaszowski;Skierniewice;58878;48836;48588;248
101602;gm. Będków;tomaszowski;Skierniewice;3296;2731;2715;16
101603;gm. Budziszewice;tomaszowski;Skierniewice;2175;1720;1668;52
101604;gm. Czerniewice;tomaszowski;Skierniewice;5127;4104;4058;46
101605;gm. Inowłódz;tomaszowski;Skierniewice;3806;3199;3141;58
101606;gm. Lubochnia;tomaszowski;Skierniewice;7129;5612;5477;135
101607;gm. Rokiciny;tomaszowski;Skierniewice;6119;4934;4844;90
101608;gm. Rzeczyca;tomaszowski;Skierniewice;4740;3888;3812;76
101609;gm. Tomaszów Mazowiecki;tomaszowski;Skierniewice;11145;8797;8715;82
101610;gm. Ujazd;tomaszowski;Skierniewice;7727;6217;6195;22
101611;gm. Żelechlinek;tomaszowski;Skierniewice;3364;2686;2624;62
Powiat wieluński;;;;76074;62220;61688;532
101701;gm. Biała;wieluński;Sieradz;5505;4460;4431;29
101702;gm. Czarnożyły;wieluński;Sieradz;4477;3663;3650;13
101703;gm. Konopnica;wieluński;Sieradz;3823;3168;3071;97
101704;gm. Mokrsko;wieluński;Sieradz;5392;4359;4327;32
101705;gm. Osjaków;wieluński;Sieradz;4790;3817;3748;69
101706;gm. Ostrówek;wieluński;Sieradz;4553;3649;3588;61
101707;gm. Pątnów;wieluński;Sieradz;6563;5266;5171;95
101708;gm. Skomlin;wieluński;Sieradz;3290;2627;2608;19
101709;gm. Wieluń;wieluński;Sieradz;31037;25777;25687;90
101710;gm. Wierzchlas;wieluński;Sieradz;6644;5434;5407;27
Powiat wieruszowski;;;;42113;34024;33793;231
101801;gm. Bolesławiec;wieruszowski;Sieradz;4119;3323;3298;25
101802;gm. Czastary;wieruszowski;Sieradz;3968;3188;3165;23
101803;gm. Galewice;wieruszowski;Sieradz;6177;4983;4937;46
101804;gm. Lututów;wieruszowski;Sieradz;4583;3668;3636;32
101805;gm. Łubnice;wieruszowski;Sieradz;4111;3355;3350;5
101806;gm. Sokolniki;wieruszowski;Sieradz;4993;4039;4020;19
101807;gm. Wieruszów;wieruszowski;Sieradz;14162;11468;11387;81
Powiat zduńskowolski;;;;64593;52744;52401;343
101901;m. Zduńska Wola;zduńskowolski;Sieradz;40083;33056;32900;156
101902;gm. Szadek;zduńskowolski;Sieradz;7284;5928;5871;57
101903;gm. Zapolice;zduńskowolski;Sieradz;5206;4192;4117;75
101904;gm. Zduńska Wola;zduńskowolski;Sieradz;12020;9568;9513;55
Powiat zgierski;;;;160034;131240;129332;1908
102001;m. Głowno;zgierski;Łódź;13807;11542;11452;90
102002;m. Ozorków;zgierski;Łódź;18375;15293;15231;62
102003;m. Zgierz;zgierski;Łódź;53111;44124;43877;247
102004;gm. Aleksandrów Łódzki;zgierski;Łódź;31028;24717;24373;344
102005;gm. Głowno;zgierski;Łódź;4758;3918;3893;25
102006;gm. Ozorków;zgierski;Łódź;7018;5719;5581;138
102007;gm. Parzęczew;zgierski;Łódź;5157;4148;3915;233
102008;gm. Stryków;zgierski;Łódź;12583;10216;9984;232
102009;gm. Zgierz;zgierski;Łódź;14197;11563;11026;537
Powiat brzeziński;;;;30162;24589;24330;259
102101;m. Brzeziny;brzeziński;Łódź;12071;9850;9796;54
102102;gm. Brzeziny;brzeziński;Łódź;5629;4536;4449;87
102103;gm. Dmosin;brzeziński;Łódź;4428;3693;3624;69
102104;gm. Jeżów;brzeziński;Łódź;3371;2749;2722;27
102105;gm. Rogów;brzeziński;Łódź;4663;3761;3739;22
Miasto na prawach powiatu;;;;;;;
106101;m. Łódź;Łódź;Łódź;626194;528349;524203;4146
Miasto na prawach powiatu;;;;;;;
106201;m. Piotrków Trybunalski;Piotrków Trybunalski;Piotrków Trybunalski;69938;57669;57165;504
Miasto na prawach powiatu;;;;;;;
106301;m. Skierniewice;Skierniewice;Skierniewice;46084;37387;37079;308
Powiat bocheński;;;;105864;83184;82343;841
120101;m. Bochnia;bocheński;Tarnów;28928;23244;23031;213
120102;gm. Bochnia;bocheński;Tarnów;19985;15739;15610;129
120103;gm. Drwinia;bocheński;Tarnów;6543;5265;5195;70
120104;gm. Lipnica Murowana;bocheński;Tarnów;5652;4411;4340;71
120105;gm. Łapanów;bocheński;Tarnów;8227;6389;6296;93
120106;gm. Nowy Wiśnicz;bocheński;Tarnów;14015;10713;10635;78
120107;gm. Rzezawa;bocheński;Tarnów;11282;8898;8832;66
120108;gm. Trzciana;bocheński;Tarnów;5688;4335;4248;87
120109;gm. Żegocina;bocheński;Tarnów;5544;4190;4156;34
Powiat brzeski;;;;93092;74051;73606;445
120201;gm. Borzęcin;brzeski;Tarnów;8367;6810;6776;34
120202;gm. Brzesko;brzeski;Tarnów;36011;28992;28870;122
120203;gm. Czchów;brzeski;Tarnów;9935;7669;7589;80
120204;gm. Dębno;brzeski;Tarnów;14671;11666;11573;93
120205;gm. Gnojnik;brzeski;Tarnów;8019;6155;6092;63
120206;gm. Iwkowa;brzeski;Tarnów;6600;5003;4977;26
120207;gm. Szczurowa;brzeski;Tarnów;9489;7756;7729;27
Powiat chrzanowski;;;;119790;99514;98714;800
120301;gm. Alwernia;chrzanowski;Kraków;12445;10225;10120;105
120302;gm. Babice;chrzanowski;Kraków;9005;7440;7386;54
120303;gm. Chrzanów;chrzanowski;Kraków;43958;36960;36659;301
120304;gm. Libiąż;chrzanowski;Kraków;21822;17916;17818;98
120305;gm. Trzebinia;chrzanowski;Kraków;32560;26973;26731;242
Powiat dąbrowski;;;;58795;47938;47624;314
120401;gm. Bolesław;dąbrowski;Tarnów;2656;2290;2269;21
120402;gm. Dąbrowa Tarnowska;dąbrowski;Tarnów;20866;16887;16785;102
120403;gm. Gręboszów;dąbrowski;Tarnów;3333;2861;2825;36
120404;gm. Mędrzechów;dąbrowski;Tarnów;3444;2840;2796;44
120405;gm. Olesno;dąbrowski;Tarnów;7902;6425;6412;13
120406;gm. Radgoszcz;dąbrowski;Tarnów;7507;5945;5920;25
120407;gm. Szczucin;dąbrowski;Tarnów;13087;10690;10617;73
Powiat gorlicki;;;;109358;87236;86706;530
120501;m. Gorlice;gorlicki;Nowy Sącz;26985;22334;22169;165
120502;gm. Biecz;gorlicki;Nowy Sącz;17010;13690;13663;27
120503;gm. Bobowa;gorlicki;Nowy Sącz;9871;7473;7446;27
120504;gm. Gorlice;gorlicki;Nowy Sącz;17325;13952;13921;31
120505;gm. Lipinki;gorlicki;Nowy Sącz;6875;5543;5518;25
120506;gm. Łużna;gorlicki;Nowy Sącz;8627;6706;6682;24
120507;gm. Moszczenica;gorlicki;Nowy Sącz;5066;3924;3874;50
120508;gm. Ropa;gorlicki;Nowy Sącz;5535;4182;4141;41
120509;gm. Sękowa;gorlicki;Nowy Sącz;5101;4072;4034;38
120510;gm. Uście Gorlickie;gorlicki;Nowy Sącz;6963;5360;5258;102
Powiat krakowski;;;;273744;217725;213234;4491
120601;gm. Czernichów;krakowski;Kraków;14370;11511;11302;209
120602;gm. Igołomia-Wawrzeńczyce;krakowski;Kraków;7715;6239;6128;111
120603;gm. Iwanowice;krakowski;Kraków;9117;7226;7071;155
120604;gm. Jerzmanowice-Przeginia;krakowski;Kraków;11010;8894;8763;131
120605;gm. Kocmyrzów-Luborzyca;krakowski;Kraków;15359;12264;12044;220
120606;gm. Krzeszowice;krakowski;Kraków;31602;25773;25504;269
120607;gm. Liszki;krakowski;Kraków;17025;13409;13139;270
120608;gm. Michałowice;krakowski;Kraków;10441;8126;7883;243
120609;gm. Mogilany;krakowski;Kraków;13975;10894;10528;366
120610;gm. Skała;krakowski;Kraków;10568;8377;8173;204
120611;gm. Skawina;krakowski;Kraków;42256;33971;33735;236
120612;gm. Słomniki;krakowski;Kraków;13548;10954;10812;142
120613;gm. Sułoszowa;krakowski;Kraków;5846;4647;4599;48
120614;gm. Świątniki Górne;krakowski;Kraków;10116;8025;7841;184
120615;gm. Wielka Wieś;krakowski;Kraków;12501;9704;9270;434
120616;gm. Zabierzów;krakowski;Kraków;26232;20968;20181;787
120617;gm. Zielonki;krakowski;Kraków;22063;16743;16261;482
Powiat limanowski;;;;132133;100513;99818;695
120701;m. Limanowa;limanowski;Nowy Sącz;14852;11760;11694;66
120702;m. Mszana Dolna;limanowski;Nowy Sącz;7892;6251;6141;110
120703;gm. Dobra;limanowski;Nowy Sącz;10077;7801;7726;75
120704;gm. Jodłownik;limanowski;Nowy Sącz;8738;6626;6573;53
120705;gm. Kamienica;limanowski;Nowy Sącz;7971;6042;5987;55
120706;gm. Laskowa;limanowski;Nowy Sącz;8207;6148;6100;48
120707;gm. Limanowa;limanowski;Nowy Sącz;25781;19371;19310;61
120708;gm. Łukowica;limanowski;Nowy Sącz;10155;7541;7497;44
120709;gm. Mszana Dolna;limanowski;Nowy Sącz;17697;13400;13307;93
120710;gm. Niedźwiedź;limanowski;Nowy Sącz;7402;5552;5514;38
120711;gm. Słopnice;limanowski;Nowy Sącz;6782;4963;4947;16
120712;gm. Tymbark;limanowski;Nowy Sącz;6579;5058;5022;36
Powiat miechowski;;;;48611;40033;39387;646
120801;gm. Charsznica;miechowski;Kraków;7396;6163;6110;53
120802;gm. Gołcza;miechowski;Kraków;6046;5016;4934;82
120803;gm. Kozłów;miechowski;Kraków;4633;3860;3754;106
120804;gm. Książ Wielki;miechowski;Kraków;5235;4231;4160;71
120805;gm. Miechów;miechowski;Kraków;19152;15742;15549;193
120806;gm. Racławice;miechowski;Kraków;2572;2091;2012;79
120807;gm. Słaboszów;miechowski;Kraków;3577;2930;2868;62
Powiat myślenicki;;;;126860;98635;97735;900
120901;gm. Dobczyce;myślenicki;Kraków;15127;11842;11618;224
120902;gm. Lubień;myślenicki;Kraków;10100;7757;7704;53
120903;gm. Myślenice;myślenicki;Kraków;43760;34371;34176;195
120904;gm. Pcim;myślenicki;Kraków;11156;8646;8546;100
120905;gm. Raciechowice;myślenicki;Kraków;6517;5120;5040;80
120906;gm. Siepraw;myślenicki;Kraków;8988;6886;6795;91
120907;gm. Sułkowice;myślenicki;Kraków;14885;11552;11502;50
120908;gm. Tokarnia;myślenicki;Kraków;8864;6755;6726;29
120909;gm. Wiśniowa;myślenicki;Kraków;7463;5706;5628;78
Powiat nowosądecki;;;;217557;166582;165612;970
121001;m. Grybów;nowosądecki;Nowy Sącz;6085;4849;4806;43
121002;gm. Chełmiec;nowosądecki;Nowy Sącz;28843;22033;21855;178
121003;gm. Gródek nad Dunajcem;nowosądecki;Nowy Sącz;9403;7163;7104;59
121004;gm. Grybów;nowosądecki;Nowy Sącz;25637;19064;18997;67
121005;gm. Kamionka Wielka;nowosądecki;Nowy Sącz;10559;7886;7863;23
121006;gm. Korzenna;nowosądecki;Nowy Sącz;14663;11162;11132;30
121007;gm. Krynica-Zdrój;nowosądecki;Nowy Sącz;16726;13524;13336;188
121008;gm. Łabowa;nowosądecki;Nowy Sącz;6096;4490;4470;20
121009;gm. Łącko;nowosądecki;Nowy Sącz;16668;12464;12409;55
121010;gm. Łososina Dolna;nowosądecki;Nowy Sącz;11112;8295;8252;43
121011;gm. Muszyna;nowosądecki;Nowy Sącz;11655;9207;9136;71
121012;gm. Nawojowa;nowosądecki;Nowy Sącz;8636;6507;6485;22
121013;gm. Piwniczna-Zdrój;nowosądecki;Nowy Sącz;10654;8436;8387;49
121014;gm. Podegrodzie;nowosądecki;Nowy Sącz;13323;9926;9888;38
121015;gm. Rytro;nowosądecki;Nowy Sącz;3794;2964;2952;12
121016;gm. Stary Sącz;nowosądecki;Nowy Sącz;23703;18612;18540;72
Powiat nowotarski;;;;190485;150630;149507;1123
121101;m. Nowy Targ;nowotarski;Nowy Sącz;32046;26137;25923;214
121102;gm. Szczawnica;nowotarski;Nowy Sącz;7251;5851;5762;89
121103;gm. Czarny Dunajec;nowotarski;Nowy Sącz;22404;17901;17786;115
121104;gm. Czorsztyn;nowotarski;Nowy Sącz;7652;5989;5941;48
121105;gm. Jabłonka;nowotarski;Nowy Sącz;19033;14453;14427;26
121106;gm. Krościenko nad Dunajcem;nowotarski;Nowy Sącz;6894;5365;5230;135
121107;gm. Lipnica Wielka;nowotarski;Nowy Sącz;6129;4597;4551;46
121108;gm. Łapsze Niżne;nowotarski;Nowy Sącz;9272;7397;7356;41
121109;gm. Nowy Targ;nowotarski;Nowy Sącz;23951;18864;18811;53
121110;gm. Ochotnica Dolna;nowotarski;Nowy Sącz;8613;6593;6559;34
121111;gm. Raba Wyżna;nowotarski;Nowy Sącz;14711;11479;11402;77
121112;gm. Rabka-Zdrój;nowotarski;Nowy Sącz;16915;13851;13731;120
121113;gm. Spytkowice;nowotarski;Nowy Sącz;4714;3571;3539;32
121114;gm. Szaflary;nowotarski;Nowy Sącz;10900;8582;8489;93
Powiat olkuski;;;;108915;90161;89471;690
121201;m. Bukowno;olkuski;Kraków;9801;8306;8224;82
121203;gm. Bolesław;olkuski;Kraków;7695;6374;6249;125
121204;gm. Klucze;olkuski;Kraków;14915;12288;12129;159
121205;gm. Olkusz;olkuski;Kraków;47001;38920;38729;191
121206;gm. Trzyciąż;olkuski;Kraków;7105;5726;5663;63
121207;gm. Wolbrom;olkuski;Kraków;22398;18547;18477;70
Powiat oświęcimski;;;;150096;122600;121832;768
121301;m. Oświęcim;oświęcimski;Kraków;36289;30391;30133;258
121302;gm. Brzeszcze;oświęcimski;Kraków;20833;17117;16967;150
121303;gm. Chełmek;oświęcimski;Kraków;12599;10356;10289;67
121304;gm. Kęty;oświęcimski;Kraków;33236;26867;26751;116
121305;gm. Osiek;oświęcimski;Kraków;8192;6538;6525;13
121306;gm. Oświęcim;oświęcimski;Kraków;18562;14930;14840;90
121307;gm. Polanka Wielka;oświęcimski;Kraków;4315;3446;3440;6
121308;gm. Przeciszów;oświęcimski;Kraków;6795;5475;5459;16
121309;gm. Zator;oświęcimski;Kraków;9275;7480;7428;52
Powiat proszowicki;;;;43158;35210;34660;550
121401;gm. Koniusza;proszowicki;Kraków;8936;7058;6959;99
121402;gm. Koszyce;proszowicki;Kraków;5497;4588;4529;59
121403;gm. Nowe Brzesko;proszowicki;Kraków;5686;4678;4579;99
121404;gm. Pałecznica;proszowicki;Kraków;3634;2882;2845;37
121405;gm. Proszowice;proszowicki;Kraków;16015;13251;13066;185
121406;gm. Radziemice;proszowicki;Kraków;3390;2753;2682;71
Powiat suski;;;;84218;66933;66179;754
121501;m. Jordanów;suski;Nowy Sącz;5321;4252;4186;66
121502;m. Sucha Beskidzka;suski;Nowy Sącz;9003;7435;7335;100
121503;gm. Budzów;suski;Nowy Sącz;8932;6830;6790;40
121504;gm. Bystra-Sidzina;suski;Nowy Sącz;6943;5416;5379;37
121505;gm. Jordanów;suski;Nowy Sącz;11146;8728;8654;74
121506;gm. Maków Podhalański;suski;Nowy Sącz;15939;12729;12610;119
121507;gm. Stryszawa;suski;Nowy Sącz;12117;9701;9562;139
121508;gm. Zawoja;suski;Nowy Sącz;9168;7280;7156;124
121509;gm. Zembrzyce;suski;Nowy Sącz;5649;4562;4507;55
Powiat tarnowski;;;;201120;160640;159626;1014
121601;gm. Ciężkowice;tarnowski;Tarnów;11392;8940;8882;58
121602;gm. Gromnik;tarnowski;Tarnów;8974;6990;6960;30
121603;gm. Lisia Góra;tarnowski;Tarnów;15417;11973;11901;72
121604;gm. Pleśna;tarnowski;Tarnów;11998;9580;9536;44
121605;gm. Radłów;tarnowski;Tarnów;9617;7875;7832;43
121606;gm. Ryglice;tarnowski;Tarnów;11672;9215;9180;35
121607;gm. Rzepiennik Strzyżewski;tarnowski;Tarnów;6813;5418;5357;61
121608;gm. Skrzyszów;tarnowski;Tarnów;14285;11318;11279;39
121609;gm. Tarnów;tarnowski;Tarnów;25596;20614;20483;131
121610;gm. Tuchów;tarnowski;Tarnów;17901;14227;14074;153
121611;gm. Wierzchosławice;tarnowski;Tarnów;10788;8744;8680;64
121612;gm. Wietrzychowice;tarnowski;Tarnów;3933;3336;3318;18
121613;gm. Wojnicz;tarnowski;Tarnów;13471;10834;10753;81
121614;gm. Zakliczyn;tarnowski;Tarnów;12584;9804;9704;100
121615;gm. Żabno;tarnowski;Tarnów;18725;15403;15344;59
121616;gm. Szerzyny;tarnowski;Tarnów;7954;6369;6343;26
Powiat tatrzański;;;;66506;53187;52710;477
121701;m. Zakopane;tatrzański;Nowy Sącz;25937;21403;21162;241
121702;gm. Biały Dunajec;tatrzański;Nowy Sącz;7099;5589;5567;22
121703;gm. Bukowina Tatrzańska;tatrzański;Nowy Sącz;13377;10416;10356;60
121704;gm. Kościelisko;tatrzański;Nowy Sącz;8564;6874;6776;98
121705;gm. Poronin;tatrzański;Nowy Sącz;11529;8905;8849;56
Powiat wadowicki;;;;158113;126145;125151;994
121801;gm. Andrychów;wadowicki;Kraków;42890;34350;34189;161
121802;gm. Brzeźnica;wadowicki;Kraków;10353;8211;8052;159
121803;gm. Kalwaria Zebrzydowska;wadowicki;Kraków;19735;15877;15715;162
121804;gm. Lanckorona;wadowicki;Kraków;6192;4865;4786;79
121805;gm. Mucharz;wadowicki;Kraków;4148;3258;3230;28
121806;gm. Spytkowice;wadowicki;Kraków;10315;8201;8163;38
121807;gm. Stryszów;wadowicki;Kraków;6938;5528;5474;54
121808;gm. Tomice;wadowicki;Kraków;8027;6234;6205;29
121809;gm. Wadowice;wadowicki;Kraków;37112;29993;29742;251
121810;gm. Wieprz;wadowicki;Kraków;12403;9628;9595;33
Powiat wielicki;;;;125066;97811;96362;1449
121901;gm. Biskupice;wielicki;Kraków;10280;7933;7772;161
121902;gm. Gdów;wielicki;Kraków;18152;14171;13881;290
121903;gm. Kłaj;wielicki;Kraków;10555;8465;8291;174
121904;gm. Niepołomice;wielicki;Kraków;28060;21798;21533;265
121905;gm. Wieliczka;wielicki;Kraków;58019;45444;44885;559
Miasto na prawach powiatu;;;;;;;
126101;m. Kraków;Kraków;Kraków;713577;594541;580963;13578
Miasto na prawach powiatu;;;;;;;
126201;m. Nowy Sącz;Nowy Sącz;Nowy Sącz;80441;65071;64576;495
Miasto na prawach powiatu;;;;;;;
126301;m. Tarnów;Tarnów;Tarnów;104814;87503;86955;548
Powiat białobrzeski;;;;33706;26690;26397;293
140101;gm. Białobrzegi;białobrzeski;Radom;10169;8130;8084;46
140102;gm. Promna;białobrzeski;Radom;5630;4490;4429;61
140103;gm. Radzanów;białobrzeski;Radom;3898;3042;3005;37
140104;gm. Stara Błotnica;białobrzeski;Radom;5493;4219;4167;52
140105;gm. Stromiec;białobrzeski;Radom;5647;4493;4457;36
140106;gm. Wyśmierzyce;białobrzeski;Radom;2869;2316;2255;61
Powiat ciechanowski;;;;87870;71693;71192;501
140201;m. Ciechanów;ciechanowski;Ciechanów;42618;35201;35088;113
140202;gm. Ciechanów;ciechanowski;Ciechanów;7076;5658;5630;28
140203;gm. Glinojeck;ciechanowski;Ciechanów;7722;6210;6128;82
140204;gm. Gołymin-Ośrodek;ciechanowski;Ciechanów;3883;3109;3074;35
140205;gm. Grudusk;ciechanowski;Ciechanów;3601;2940;2931;9
140206;gm. Ojrzeń;ciechanowski;Ciechanów;4351;3502;3432;70
140207;gm. Opinogóra Górna;ciechanowski;Ciechanów;5964;4784;4764;20
140208;gm. Regimin;ciechanowski;Ciechanów;5040;4075;3980;95
140209;gm. Sońsk;ciechanowski;Ciechanów;7615;6214;6165;49
Powiat garwoliński;;;;109300;85685;84704;981
140301;m. Garwolin;garwoliński;Siedlce;17260;13457;13361;96
140302;m. Łaskarzew;garwoliński;Siedlce;4826;3931;3844;87
140303;gm. Borowie;garwoliński;Siedlce;5269;4209;4128;81
140304;gm. Garwolin;garwoliński;Siedlce;13321;10094;10028;66
140305;gm. Górzno;garwoliński;Siedlce;6563;5062;5036;26
140306;gm. Łaskarzew;garwoliński;Siedlce;5426;4283;4259;24
140307;gm. Maciejowice;garwoliński;Siedlce;7068;5751;5704;47
140308;gm. Miastków Kościelny;garwoliński;Siedlce;4871;3838;3797;41
140309;gm. Parysów;garwoliński;Siedlce;4231;3248;3157;91
140310;gm. Pilawa;garwoliński;Siedlce;11010;8536;8395;141
140311;gm. Sobolew;garwoliński;Siedlce;8285;6436;6393;43
140312;gm. Trojanów;garwoliński;Siedlce;7423;5891;5850;41
140313;gm. Wilga;garwoliński;Siedlce;5286;4284;4156;128
140314;gm. Żelechów;garwoliński;Siedlce;8461;6665;6596;69
Powiat gostyniński;;;;44318;36643;36263;380
140401;m. Gostynin;gostyniński;Płock;17613;14779;14722;57
140402;gm. Gostynin;gostyniński;Płock;12095;9849;9716;133
140403;gm. Pacyna;gostyniński;Płock;3566;2965;2873;92
140404;gm. Sanniki;gostyniński;Płock;6067;4984;4937;47
140405;gm. Szczawin Kośc.;gostyniński;Płock;4977;4066;4015;51
Powiat grodziski;;;;91697;71941;69589;2352
140501;m. Milanówek;grodziski;Warszawa;15849;12878;12346;532
140502;m. Podkowa Leśna;grodziski;Warszawa;3874;3175;2881;294
140503;gm. Baranów;grodziski;Warszawa;5313;4168;4058;110
140504;gm. Grodzisk Mazowiecki;grodziski;Warszawa;45546;35272;34556;716
140505;gm. Jaktorów;grodziski;Warszawa;12192;9541;9335;206
140506;gm. Żabia Wola;grodziski;Warszawa;8923;6907;6413;494
Powiat grójecki;;;;97359;78432;76897;1535
140601;gm. Belsk Duży;grójecki;Radom;6478;5282;5230;52
140602;gm. Błędów;grójecki;Radom;7481;6120;6073;47
140603;gm. Chynów;grójecki;Radom;9888;7867;7636;231
140604;gm. Goszczyn;grójecki;Radom;2998;2365;2238;127
140605;gm. Grójec;grójecki;Radom;24884;19788;19357;431
140606;gm. Jasieniec;grójecki;Radom;5376;4296;4226;70
140607;gm. Mogielnica;grójecki;Radom;8758;7236;7130;106
140608;gm. Nowe Miasto nad Pilicą;grójecki;Radom;7723;6479;6312;167
140609;gm. Pniewy;grójecki;Radom;4847;3871;3675;196
140611;gm. Warka;grójecki;Radom;18926;15128;15020;108
Powiat kozienicki;;;;60353;49741;48687;1054
140701;gm. Garbatka-Letnisko;kozienicki;Radom;5036;4229;4088;141
140702;gm. Głowaczów;kozienicki;Radom;7331;5981;5798;183
140703;gm. Gniewoszów;kozienicki;Radom;3909;3206;3162;44
140704;gm. Grabów nad Pilicą;kozienicki;Radom;4010;3223;3032;191
140705;gm. Kozienice;kozienicki;Radom;29125;24153;24014;139
140706;gm. Magnuszew;kozienicki;Radom;6993;5677;5402;275
140707;gm. Sieciechów;kozienicki;Radom;3949;3272;3191;81
Powiat legionowski;;;;113561;89062;85632;3430
140801;m. Legionowo;legionowski;Warszawa;50796;40408;39850;558
140802;gm. Jabłonna;legionowski;Warszawa;18521;14009;13258;751
140803;gm. Nieporęt;legionowski;Warszawa;14508;11409;10561;848
140804;gm. Serock;legionowski;Warszawa;14969;11852;11075;777
140805;gm. Wieliszew;legionowski;Warszawa;14767;11384;10888;496
Powiat lipski;;;;34312;28439;28217;222
140901;gm. Chotcza;lipski;Radom;2382;1974;1946;28
140902;gm. Ciepielów;lipski;Radom;5666;4597;4573;24
140903;gm. Lipsko;lipski;Radom;11001;9189;9143;46
140904;gm. Rzeczniów;lipski;Radom;4379;3614;3598;16
140905;gm. Sienno;lipski;Radom;5876;4860;4793;67
140906;gm. Solec nad Wisłą;lipski;Radom;5008;4205;4164;41
Powiat łosicki;;;;31291;25444;25216;228
141001;gm. Huszlew;łosicki;Siedlce;2844;2268;2254;14
141002;gm. Łosice;łosicki;Siedlce;10957;8888;8838;50
141003;gm. Olszanka;łosicki;Siedlce;3038;2408;2394;14
141004;gm. Platerów;łosicki;Siedlce;4900;3974;3945;29
141005;gm. Sarnaki;łosicki;Siedlce;4763;4004;3906;98
141006;gm. Stara Kornica;łosicki;Siedlce;4789;3902;3879;23
Powiat makowski;;;;44983;36338;35861;477
