Kod TERYT;Gmina;Powiat;Delegatura;Liczba mieszkańców;Liczba wyborców ogółem;Liczba wyborców wpisanych z urzędu;Liczba wyborców ujętych w stałym obwodzie w CRW na wniosek
Miasto na prawach powiatu;;;;;;;
106301;m. Skierniewice;Skierniewice;Skierniewice;44104;35914;35639;275
Powiat bocheński;;;;105478;82730;81995;734
120101;m. Bochnia;bocheński;Tarnów;27955;22640;22432;207
120102;gm. Bochnia;bocheński;Tarnów;20227;15807;15704;103
120103;gm. Drwinia;bocheński;Tarnów;6459;5158;5101;57
120104;gm. Lipnica Murowana;bocheński;Tarnów;5631;4331;4277;54
120105;gm. Łapanów;bocheński;Tarnów;8341;6452;6374;78
120106;gm. Nowy Wiśnicz;bocheński;Tarnów;14213;10894;10836;58
120107;gm. Rzezawa;bocheński;Tarnów;11363;8905;8837;68
120108;gm. Trzciana;bocheński;Tarnów;5755;4356;4273;83
120109;gm. Żegocina;bocheński;Tarnów;5534;4187;4161;26
Powiat brzeski;;;;91607;72930;72566;364
120201;gm. Borzęcin;brzeski;Tarnów;8140;6599;6575;24
120202;gm. Brzesko;brzeski;Tarnów;35192;28460;28351;109
120203;gm. Czchów;brzeski;Tarnów;9790;7567;7508;59
120204;gm. Dębno;brzeski;Tarnów;14637;11613;11542;71
120205;gm. Gnojnik;brzeski;Tarnów;8014;6161;6109;52
120206;gm. Iwkowa;brzeski;Tarnów;6653;5033;5010;23
120207;gm. Szczurowa;brzeski;Tarnów;9181;7497;7471;26
Powiat chrzanowski;;;;114496;95258;94503;755
120301;gm. Alwernia;chrzanowski;Kraków;12165;9974;9883;91
120302;gm. Babice;chrzanowski;Kraków;8836;7265;7212;53
120303;gm. Chrzanów;chrzanowski;Kraków;41546;35070;34752;318
120304;gm. Libiąż;chrzanowski;Kraków;20868;17125;17043;82
120305;gm. Trzebinia;chrzanowski;Kraków;31081;25824;25613;211
Powiat dąbrowski;;;;57580;46871;46611;260
120401;gm. Bolesław;dąbrowski;Tarnów;2588;2212;2198;14
120402;gm. Dąbrowa Tarnowska;dąbrowski;Tarnów;20587;16681;16592;89
120403;gm. Gręboszów;dąbrowski;Tarnów;3166;2712;2683;29
120404;gm. Mędrzechów;dąbrowski;Tarnów;3306;2736;2703;33
120405;gm. Olesno;dąbrowski;Tarnów;7780;6258;6248;10
120406;gm. Radgoszcz;dąbrowski;Tarnów;7465;5947;5922;25
120407;gm. Szczucin;dąbrowski;Tarnów;12688;10325;10265;60
Powiat gorlicki;;;;106576;85234;84783;451
120501;m. Gorlice;gorlicki;Nowy Sącz;25175;21016;20880;136
120502;gm. Biecz;gorlicki;Nowy Sącz;16493;13352;13333;19
120503;gm. Bobowa;gorlicki;Nowy Sącz;9858;7463;7443;20
120504;gm. Gorlice;gorlicki;Nowy Sącz;17128;13754;13728;26
120505;gm. Lipinki;gorlicki;Nowy Sącz;6792;5438;5418;20
120506;gm. Łużna;gorlicki;Nowy Sącz;8547;6683;6659;24
120507;gm. Moszczenica;gorlicki;Nowy Sącz;5085;3935;3887;48
120508;gm. Ropa;gorlicki;Nowy Sącz;5544;4228;4195;33
120509;gm. Sękowa;gorlicki;Nowy Sącz;5037;4021;3986;35
120510;gm. Uście Gorlickie;gorlicki;Nowy Sącz;6917;5344;5254;90
Powiat krakowski;;;;280639;221945;217579;4366
120601;gm. Czernichów;krakowski;Kraków;14655;11701;11491;210
120602;gm. Igołomia-Wawrzeńczyce;krakowski;Kraków;7603;6157;6064;93
120603;gm. Iwanowice;krakowski;Kraków;9277;7361;7202;159
120604;gm. Jerzmanowice-Przeginia;krakowski;Kraków;10959;8790;8670;120
120605;gm. Kocmyrzów-Luborzyca;krakowski;Kraków;16129;12744;12522;222
120606;gm. Krzeszowice;krakowski;Kraków;30974;25242;24980;262
120607;gm. Liszki;krakowski;Kraków;17428;13663;13378;285
120608;gm. Michałowice;krakowski;Kraków;11266;8720;8444;276
120609;gm. Mogilany;krakowski;Kraków;14633;11333;11007;326
120610;gm. Skała;krakowski;Kraków;10548;8409;8212;197
120611;gm. Skawina;krakowski;Kraków;42122;33813;33530;283
120612;gm. Słomniki;krakowski;Kraków;13176;10654;10527;127
120613;gm. Sułoszowa;krakowski;Kraków;5704;4568;4518;50
120614;gm. Świątniki Górne;krakowski;Kraków;10420;8225;8047;178
120615;gm. Wielka Wieś;krakowski;Kraków;14534;10996;10620;376
120616;gm. Zabierzów;krakowski;Kraków;27087;21437;20720;717
120617;gm. Zielonki;krakowski;Kraków;24124;18132;17647;485
Powiat limanowski;;;;132361;100659;100068;591
120701;m. Limanowa;limanowski;Nowy Sącz;14339;11364;11312;52
120702;m. Mszana Dolna;limanowski;Nowy Sącz;7796;6184;6091;93
120703;gm. Dobra;limanowski;Nowy Sącz;10136;7817;7745;72
120704;gm. Jodłownik;limanowski;Nowy Sącz;8739;6571;6529;42
120705;gm. Kamienica;limanowski;Nowy Sącz;7985;6074;6033;41
120706;gm. Laskowa;limanowski;Nowy Sącz;8249;6185;6144;41
120707;gm. Limanowa;limanowski;Nowy Sącz;26264;19674;19621;53
120708;gm. Łukowica;limanowski;Nowy Sącz;10267;7654;7617;37
120709;gm. Mszana Dolna;limanowski;Nowy Sącz;17581;13355;13267;88
120710;gm. Niedźwiedź;limanowski;Nowy Sącz;7390;5590;5557;33
120711;gm. Słopnice;limanowski;Nowy Sącz;7075;5176;5163;13
120712;gm. Tymbark;limanowski;Nowy Sącz;6540;5015;4989;26
Powiat miechowski;;;;46942;38663;38136;527
120801;gm. Charsznica;miechowski;Kraków;7137;5962;5921;41
120802;gm. Gołcza;miechowski;Kraków;5998;4853;4790;63
120803;gm. Kozłów;miechowski;Kraków;4503;3773;3675;98
120804;gm. Książ Wielki;miechowski;Kraków;4959;4029;3967;62
120805;gm. Miechów;miechowski;Kraków;18406;15194;15034;160
120806;gm. Racławice;miechowski;Kraków;2505;2009;1948;61
120807;gm. Słaboszów;miechowski;Kraków;3434;2843;2801;42
Powiat myślenicki;;;;127392;98981;98203;778
120901;gm. Dobczyce;myślenicki;Kraków;15188;11893;11691;202
120902;gm. Lubień;myślenicki;Kraków;10046;7710;7666;44
120903;gm. Myślenice;myślenicki;Kraków;43844;34395;34239;156
120904;gm. Pcim;myślenicki;Kraków;11075;8623;8545;78
120905;gm. Raciechowice;myślenicki;Kraków;6528;5067;4994;73
120906;gm. Siepraw;myślenicki;Kraków;9286;7096;7017;79
120907;gm. Sułkowice;myślenicki;Kraków;15045;11674;11620;54
120908;gm. Tokarnia;myślenicki;Kraków;8868;6754;6730;24
120909;gm. Wiśniowa;myślenicki;Kraków;7512;5769;5701;68
Powiat nowosądecki;;;;217628;166895;166056;839
121001;m. Grybów;nowosądecki;Nowy Sącz;5925;4713;4678;35
121002;gm. Chełmiec;nowosądecki;Nowy Sącz;29478;22507;22374;133
121003;gm. Gródek nad Dunajcem;nowosądecki;Nowy Sącz;9247;7133;7072;61
121004;gm. Grybów;nowosądecki;Nowy Sącz;25747;19197;19142;55
121005;gm. Kamionka Wielka;nowosądecki;Nowy Sącz;10680;8016;7996;20
121006;gm. Korzenna;nowosądecki;Nowy Sącz;14862;11251;11220;31
121007;gm. Krynica-Zdrój;nowosądecki;Nowy Sącz;16004;12969;12806;163
121008;gm. Łabowa;nowosądecki;Nowy Sącz;6136;4538;4519;19
121009;gm. Łącko;nowosądecki;Nowy Sącz;16789;12533;12486;47
121010;gm. Łososina Dolna;nowosądecki;Nowy Sącz;11239;8445;8411;34
121011;gm. Muszyna;nowosądecki;Nowy Sącz;11413;9121;9054;67
121012;gm. Nawojowa;nowosądecki;Nowy Sącz;8760;6647;6630;17
121013;gm. Piwniczna-Zdrój;nowosądecki;Nowy Sącz;10352;8218;8171;47
121014;gm. Podegrodzie;nowosądecki;Nowy Sącz;13695;10158;10120;38
121015;gm. Rytro;nowosądecki;Nowy Sącz;3693;2924;2912;12
121016;gm. Stary Sącz;nowosądecki;Nowy Sącz;23608;18525;18465;60
Powiat nowotarski;;;;187658;148795;147804;991
121101;m. Nowy Targ;nowotarski;Nowy Sącz;31058;25433;25227;206
121102;gm. Szczawnica;nowotarski;Nowy Sącz;6871;5576;5502;74
121103;gm. Czarny Dunajec;nowotarski;Nowy Sącz;22198;17794;17700;94
121104;gm. Czorsztyn;nowotarski;Nowy Sącz;7619;6009;5967;42
121105;gm. Jabłonka;nowotarski;Nowy Sącz;18830;14299;14271;28
121106;gm. Krościenko nad Dunajcem;nowotarski;Nowy Sącz;6777;5336;5218;118
121107;gm. Lipnica Wielka;nowotarski;Nowy Sącz;6052;4558;4518;40
121108;gm. Łapsze Niżne;nowotarski;Nowy Sącz;9208;7320;7280;40
121109;gm. Nowy Targ;nowotarski;Nowy Sącz;23860;18860;18812;48
121110;gm. Ochotnica Dolna;nowotarski;Nowy Sącz;8582;6611;6584;27
121111;gm. Raba Wyżna;nowotarski;Nowy Sącz;14533;11420;11354;66
121112;gm. Rabka-Zdrój;nowotarski;Nowy Sącz;16386;13399;13306;93
121113;gm. Spytkowice;nowotarski;Nowy Sącz;4726;3616;3588;28
121114;gm. Szaflary;nowotarski;Nowy Sącz;10958;8564;8477;87
Powiat olkuski;;;;104167;86326;85736;593
121201;m. Bukowno;olkuski;Kraków;9265;7823;7753;70
121203;gm. Bolesław;olkuski;Kraków;7410;6156;6064;92
121204;gm. Klucze;olkuski;Kraków;14342;11903;11763;140
121205;gm. Olkusz;olkuski;Kraków;44626;36955;36763;192
121206;gm. Trzyciąż;olkuski;Kraków;6986;5640;5594;46
121207;gm. Wolbrom;olkuski;Kraków;21538;17849;17799;53
Powiat oświęcimski;;;;144984;118038;117326;712
121301;m. Oświęcim;oświęcimski;Kraków;33691;28216;27990;226
121302;gm. Brzeszcze;oświęcimski;Kraków;19945;16369;16215;154
121303;gm. Chełmek;oświęcimski;Kraków;12047;9910;9851;59
121304;gm. Kęty;oświęcimski;Kraków;32477;26179;26075;104
121305;gm. Osiek;oświęcimski;Kraków;8154;6465;6454;11
121306;gm. Oświęcim;oświęcimski;Kraków;18741;14984;14894;90
121307;gm. Polanka Wielka;oświęcimski;Kraków;4296;3396;3392;4
121308;gm. Przeciszów;oświęcimski;Kraków;6560;5286;5267;19
121309;gm. Zator;oświęcimski;Kraków;9073;7233;7188;45
Powiat proszowicki;;;;41962;34253;33758;495
121401;gm. Koniusza;proszowicki;Kraków;8920;7021;6923;98
121402;gm. Koszyce;proszowicki;Kraków;5266;4398;4342;56
121403;gm. Nowe Brzesko;proszowicki;Kraków;5522;4555;4472;83
121404;gm. Pałecznica;proszowicki;Kraków;3520;2812;2780;32
121405;gm. Proszowice;proszowicki;Kraków;15466;12783;12617;166
121406;gm. Radziemice;proszowicki;Kraków;3268;2684;2624;60
Powiat suski;;;;82531;65733;65057;673
121501;m. Jordanów;suski;Nowy Sącz;5166;4124;4067;57
121502;m. Sucha Beskidzka;suski;Nowy Sącz;8672;7200;7117;83
121503;gm. Budzów;suski;Nowy Sącz;8873;6795;6763;32
121504;gm. Bystra-Sidzina;suski;Nowy Sącz;6872;5331;5294;34
121505;gm. Jordanów;suski;Nowy Sącz;11121;8668;8604;64
121506;gm. Maków Podhalański;suski;Nowy Sącz;15514;12470;12363;107
121507;gm. Stryszawa;suski;Nowy Sącz;11938;9547;9422;125
121508;gm. Zawoja;suski;Nowy Sącz;8886;7156;7034;122
121509;gm. Zembrzyce;suski;Nowy Sącz;5489;4442;4393;49
Powiat tarnowski;;;;198624;158960;158070;889
121601;gm. Ciężkowice;tarnowski;Tarnów;11227;8787;8738;49
121602;gm. Gromnik;tarnowski;Tarnów;8860;6881;6849;32
121603;gm. Lisia Góra;tarnowski;Tarnów;15575;12108;12045;63
121604;gm. Pleśna;tarnowski;Tarnów;11810;9481;9440;40
121605;gm. Radłów;tarnowski;Tarnów;9369;7672;7632;40
121606;gm. Ryglice;tarnowski;Tarnów;11466;9112;9079;33
121607;gm. Rzepiennik Strzyżewski;tarnowski;Tarnów;6720;5324;5272;52
121608;gm. Skrzyszów;tarnowski;Tarnów;14326;11368;11334;34
121609;gm. Tarnów;tarnowski;Tarnów;25849;20822;20709;113
121610;gm. Tuchów;tarnowski;Tarnów;17320;13903;13770;133
121611;gm. Wierzchosławice;tarnowski;Tarnów;10556;8602;8541;61
121612;gm. Wietrzychowice;tarnowski;Tarnów;3771;3222;3206;16
121613;gm. Wojnicz;tarnowski;Tarnów;13179;10626;10553;73
121614;gm. Zakliczyn;tarnowski;Tarnów;12494;9705;9620;85
121615;gm. Żabno;tarnowski;Tarnów;18391;15134;15089;45
121616;gm. Szerzyny;tarnowski;Tarnów;7711;6213;6193;20
Powiat tatrzański;;;;65117;52156;51699;457
121701;m. Zakopane;tatrzański;Nowy Sącz;24656;20450;20217;233
121702;gm. Biały Dunajec;tatrzański;Nowy Sącz;6868;5448;5426;22
121703;gm. Bukowina Tatrzańska;tatrzański;Nowy Sącz;13460;10437;10380;57
121704;gm. Kościelisko;tatrzański;Nowy Sącz;8625;6907;6828;79
121705;gm. Poronin;tatrzański;Nowy Sącz;11508;8914;8848;66
Powiat wadowicki;;;;155559;124067;123204;862
121801;gm. Andrychów;wadowicki;Kraków;41553;33322;33187;135
121802;gm. Brzeźnica;wadowicki;Kraków;10463;8254;8119;135
121803;gm. Kalwaria Zebrzydowska;wadowicki;Kraków;19737;15785;15644;141
121804;gm. Lanckorona;wadowicki;Kraków;6164;4833;4764;69
121805;gm. Mucharz;wadowicki;Kraków;4143;3282;3257;24
121806;gm. Spytkowice;wadowicki;Kraków;10046;7988;7953;35
121807;gm. Stryszów;wadowicki;Kraków;6778;5438;5394;44
121808;gm. Tomice;wadowicki;Kraków;8131;6305;6277;28
121809;gm. Wadowice;wadowicki;Kraków;35850;29079;28863;216
121810;gm. Wieprz;wadowicki;Kraków;12694;9781;9746;35
Powiat wielicki;;;;130879;101515;100076;1439
121901;gm. Biskupice;wielicki;Kraków;10727;8278;8146;132
121902;gm. Gdów;wielicki;Kraków;18333;14276;13995;281
121903;gm. Kłaj;wielicki;Kraków;10746;8602;8449;153
121904;gm. Niepołomice;wielicki;Kraków;30117;22927;22647;280
121905;gm. Wieliczka;wielicki;Kraków;60956;47432;46839;593
Miasto na prawach powiatu;;;;;;;
126101;m. Kraków;Kraków;Kraków;706244;574011;560931;13079
Miasto na prawach powiatu;;;;;;;
126201;m. Nowy Sącz;Nowy Sącz;Nowy Sącz;77560;62946;62432;514
Miasto na prawach powiatu;;;;;;;
126301;m. Tarnów;Tarnów;Tarnów;98441;83047;82580;467
Powiat białobrzeski;;;;33059;26255;25991;264
140101;gm. Białobrzegi;białobrzeski;Radom;9800;7891;7852;39
140102;gm. Promna;białobrzeski;Radom;5534;4400;4339;61
140103;gm. Radzanów;białobrzeski;Radom;3853;3032;3005;27
140104;gm. Stara Błotnica;białobrzeski;Radom;5542;4243;4189;54
140105;gm. Stromiec;białobrzeski;Radom;5516;4399;4368;31
140106;gm. Wyśmierzyce;białobrzeski;Radom;2814;2290;2238;52
Powiat ciechanowski;;;;84858;69158;68723;435
140201;m. Ciechanów;ciechanowski;Ciechanów;40813;33670;33563;107
140202;gm. Ciechanów;ciechanowski;Ciechanów;7227;5737;5713;24
140203;gm. Glinojeck;ciechanowski;Ciechanów;7364;5955;5878;77
140204;gm. Gołymin-Ośrodek;ciechanowski;Ciechanów;3692;2962;2938;24
140205;gm. Grudusk;ciechanowski;Ciechanów;3419;2790;2779;11
140206;gm. Ojrzeń;ciechanowski;Ciechanów;4200;3378;3324;54
140207;gm. Opinogóra Górna;ciechanowski;Ciechanów;5921;4766;4749;17
140208;gm. Regimin;ciechanowski;Ciechanów;4835;3912;3833;79
140209;gm. Sońsk;ciechanowski;Ciechanów;7387;5988;5946;42
Powiat garwoliński;;;;107964;84427;83577;850
140301;m. Garwolin;garwoliński;Siedlce;17136;13404;13331;73
140302;m. Łaskarzew;garwoliński;Siedlce;4702;3826;3750;76
140303;gm. Borowie;garwoliński;Siedlce;5192;4126;4064;62
